Дата;Код;Комментарий;Картинка;Вес;Ед;Окраска;Материал;Цвет;Цвет металла;Форма;Отверстие;Диаметр;Длина;Ширина ;Толщина;Огранка;Вид;Производитель;Тема;Тип;Фасовка;Бренд;Вставка;Материал камня;Применение;Свойство камня;Серия;Стиль;Форма отверстия;Палитра;Размер;Номер цвета;;;;Хар2;К2;Уп2;Вес2;Хар3;К3;Уп3;Вес3;Хар4;К4;Уп4;Вес4;Ост2;Ост3;Ост4;ЦенаРозн2;ЦенаРозн3;ЦенаРозн4;ЦенаОпт2;ЦенаОпт3;ЦенаОпт4;Резерв2;Резерв3;Резерв4;ДопОписание
31.03.2020;УТ0010212;Бусины Акрил Прорезиненные, Круглые Плоские, Цвет: Красный, Диаметр: 12мм, Отверстие 2мм, (УТ0010212);001021200.jpg;;20 г;;Акрил;Красный;;Круглая Плоская;2~2,9мм;12мм;;;;;;;;Красочные;;;;;Бусины;;Прорезиненные;Прорезиненный;;Красно-розовая;10~14мм;;;;;20 г, 20;20;20 г;0;;;;;;;;;;;;10,8;;;;;;;;;
31.03.2020;УТ0010228;Бусины Акрил Прорезиненные, Круглые, Цвет: Микс, Диаметр: 10мм, Отверстие 2мм, (УТ0010228);001022800.jpg;;50 г;;Акрил;Микс;;Круглая;2~2,9мм;10мм;;;;;;;;Красочные;;;;;Бусины;;Прорезиненные;Прорезиненный;;Микс Цветов;10~14мм;;;;;50 г, 50;50;50 г;0;;;;;;;;;;;;27;;;;;;;;;
31.03.2020;УТ0010304;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Снежно-белый, Размер: Диаметр 18мм, Отв-тие 2мм, около 17шт/50г, (УТ0010304);001030400.jpg;;50 г;;Акриловый жемчуг;Снежно-белый;;Круглая;2~2,9мм;18мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Белая;15~19мм;06 Snow;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;35,892;;;23,037;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010308;Бусины Акриловые Красочные, Круглые, Цвет: Синий, Диаметр: 6мм, Отверстие 1мм, около 400шт/50г, (УТ0010308);001030800.jpg;;50 г;;Акрил;Синий;;Круглая;1~1,9мм;6мм;;;;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Сине-голубая;6~7мм;03 DarkBlue;;;;50 г, 50;50;50 г;50;;;;;;;;;;;;32,088;;;20,088;;;;;;
31.03.2020;УТ0010336;Бусины Акриловые Красочные, Круглые, Цвет: Зеленый, Диаметр: 8мм, Отверстие 1мм, около 170шт/50г, (УТ0010336);001033600.jpg;;50 г;;Акрил;Зеленый;;Круглая;1~1,9мм;8мм;;;;;;;;Красочные;;;;;Бусины;;;Непрозрачный;;Салатово-зеленая;8~9мм;12 Green;;;;50 г, 50;50;50 г;50;5 г, 5;5;5 г;5;500 г, 500;500;500 г;500;;;;29,463;6,50001;;17,679;3,21429;;;;;
31.03.2020;УТ0010337;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Фиолетовый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010337);001033700.jpg;;100 г;;Акриловый жемчуг;Фиолетовый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Сиренево-фиолетовая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010338;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Светло-розовый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010338);001033800.jpg;;100 г;;Акриловый жемчуг;Светло-розовый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Красно-розовая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010339;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Малиновый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010339);001033900.jpg;;100 г;;Акриловый жемчуг;Малиновый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Красно-розовая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010340;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Темно-фиолетовый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010340);001034000.jpg;;100 г;;Акриловый жемчуг;Темно-фиолетовый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Сиренево-фиолетовая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010341;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Коричнево-бронзовый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010341);001034100.jpg;;100 г;;Акриловый жемчуг;Коричнево-бронзовый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Коричнево-бежевая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010342;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Коричнево-бронзовый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010342);001034200.jpg;;100 г;;Акриловый жемчуг;Коричнево-бронзовый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Коричнево-бежевая;8~9мм;;;;;100 г, 100;100;100 г;100;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010343;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Серебро, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010343);001034300.jpg;;100 г;;Акриловый жемчуг;Серебро;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Черно-серая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010344;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Темно-серый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010344);001034400.jpg;;100 г;;Акриловый жемчуг;Темно-серый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Черно-серая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010346;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Вишневый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010346);001034600.jpg;;100 г;;Акриловый жемчуг;Вишневый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Красно-розовая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010347;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Темно-коричневый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010347);001034700.jpg;;100 г;;Акриловый жемчуг;Темно-коричневый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Коричнево-бежевая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010348;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Серый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010348);001034800.jpg;;100 г;;Акриловый жемчуг;Серый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Черно-серая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010349;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Серо-голубой, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010349);001034900.jpg;;100 г;;Акриловый жемчуг;Серо-голубой ;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Сине-голубая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010351;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Темно-сиреневый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010351);001035100.jpg;;100 г;;Акриловый жемчуг;Темно-сиреневый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Сиренево-фиолетовая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
31.03.2020;УТ0010352;Жемчуг Бусины Акриловые, Глянцевые, Круглые, Цвет: Светло-розовый, Диаметр 8мм, Отв-тие 2мм, около 400шт/100г, (УТ0010352);001035200.jpg;;100 г;;Акриловый жемчуг;Светло-розовый;;Круглая;2~2,9мм;8мм;;;;;;;;Акриловый жемчуг;;;;;Бусины;;Акриловый жемчуг;Жемчужный;;Красно-розовая;8~9мм;;;;;100 г, 100;100;100 г;0;;;;;;;;;;;;;;;;;;;;;Красочные бусины из акрила с имитацией жемчуга милые и привлекательные. Их легкость и недорогая цена делает их покупку мудрым выбором для Вас. Они используются со швензами, колечками и пинами, чтобы стать ожерельями, браслетами, сережками и т.д.
